Order ID,Customer,Amount,Activity,Timestamp,Order Status,Resource
SO-2026-0065,Vandelay Co,20989.78,Invoice Customer,2026-02-13T11:42:32Z,Invoiced,Billing System
SO-2026-0080,Wonka Brands,35485.89,Invoice Customer,2026-02-13T11:50:49Z,Invoiced,Billing System
SO-2026-0107,Stark Traders,37396.73,Receive Order,2026-02-13T11:56:55Z,Received,Nadia Rahman
SO-2026-0077,Soylent Foods,6047.52,Fulfil Order,2026-02-13T12:01:05Z,Fulfilled,Fulfilment Centre
SO-2026-0108,Umbrella Group,38109.06,Receive Order,2026-02-13T12:35:55Z,Received,Luis Ortega
SO-2026-0109,Umbrella Group,45713.96,Receive Order,2026-02-13T12:45:17Z,Received,Nadia Rahman
SO-2026-0101,Stark Traders,12060.82,Cancel Order,2026-02-13T13:13:15Z,Cancelled,Tom Becker
SO-2026-0014,Initech Ltd,23620.74,Receive Payment,2026-02-13T13:15:27Z,Paid,Billing System
SO-2026-0092,Wayne Enterprises,21773.95,Invoice Customer,2026-02-13T13:45:51Z,Invoiced,Billing System
SO-2026-0110,Acme Retail,32061.25,Receive Order,2026-02-13T13:51:23Z,Received,Luis Ortega
SO-2026-0007,Wonka Brands,9984.45,Receive Payment,2026-02-13T14:38:05Z,Paid,Billing System
SO-2026-0104,Stark Traders,43632.77,Cancel Order,2026-02-13T15:02:29Z,Cancelled,Priya Nair
SO-2026-0111,Umbrella Group,14018.97,Receive Order,2026-02-13T15:14:18Z,Received,Priya Nair
SO-2026-0050,Vandelay Co,27329.24,Receive Payment,2026-02-13T15:15:10Z,Paid,Billing System
SO-2026-0108,Umbrella Group,9258.65,Run Credit Check,2026-02-13T15:38:55Z,Credit Check,Credit Desk
SO-2026-0107,Stark Traders,3388.59,Run Credit Check,2026-02-13T15:40:55Z,Credit Check,Credit Desk
SO-2026-0112,Acme Retail,31492.07,Receive Order,2026-02-13T15:49:19Z,Received,Priya Nair
SO-2026-0110,Acme Retail,11205.76,Run Credit Check,2026-02-13T15:54:23Z,Credit Check,Credit Desk
SO-2026-0082,Soylent Foods,38508.09,Invoice Customer,2026-02-13T15:58:27Z,Invoiced,Billing System
SO-2026-0105,Vandelay Co,1423.83,Run Credit Check,2026-02-13T16:17:23Z,Credit Check,Credit Desk
SO-2026-0055,Globex Stores,36458.23,Receive Payment,2026-02-13T16:33:24Z,Paid,Billing System
SO-2026-0113,Hooli Inc,16619.38,Receive Order,2026-02-13T16:40:40Z,Received,Tom Becker
SO-2026-0112,Acme Retail,14488.81,Run Credit Check,2026-02-13T17:02:19Z,Credit Check,Credit Desk
SO-2026-0106,Initech Ltd,7668.91,Run Credit Check,2026-02-13T17:02:26Z,Credit Check,Credit Desk
SO-2026-0111,Umbrella Group,31631.24,Run Credit Check,2026-02-13T17:14:18Z,Credit Check,Credit Desk
SO-2026-0062,Hooli Inc,32879.96,Raise Dispute,2026-02-13T17:16:31Z,Disputed,Luis Ortega
SO-2026-0085,Acme Retail,46450.69,Fulfil Order,2026-02-13T17:20:16Z,Fulfilled,Fulfilment Centre
SO-2026-0038,Wonka Brands,3959.75,Receive Payment,2026-02-13T18:18:27Z,Paid,Billing System
SO-2026-0112,Acme Retail,5218.11,Approve Order,2026-02-13T18:54:19Z,Approved,Order Desk
SO-2026-0106,Initech Ltd,47501.04,Approve Order,2026-02-13T18:56:26Z,Approved,Order Desk
SO-2026-0077,Soylent Foods,31725.02,Invoice Customer,2026-02-13T19:00:05Z,Invoiced,Billing System
SO-2026-0102,Acme Retail,9786.00,Fulfil Order,2026-02-13T19:56:13Z,Fulfilled,Fulfilment Centre
SO-2026-0109,Umbrella Group,1530.59,Run Credit Check,2026-02-13T21:16:17Z,Credit Check,Credit Desk
SO-2026-0037,Hooli Inc,10829.77,Receive Payment,2026-02-13T21:27:14Z,Paid,Billing System
SO-2026-0113,Hooli Inc,11675.11,Run Credit Check,2026-02-13T22:02:40Z,Credit Check,Credit Desk
SO-2026-0086,Wonka Brands,40141.19,Fulfil Order,2026-02-13T22:46:24Z,Fulfilled,Fulfilment Centre
SO-2026-0067,Initech Ltd,36677.27,Invoice Customer,2026-02-13T22:58:31Z,Invoiced,Billing System
SO-2026-0029,Soylent Foods,19873.00,Receive Payment,2026-02-13T23:04:01Z,Paid,Billing System
SO-2026-0109,Umbrella Group,5399.02,Place On Credit Hold,2026-02-13T23:07:17Z,On Credit Hold,Credit Desk
SO-2026-0107,Stark Traders,38202.68,Approve Order,2026-02-13T23:20:55Z,Approved,Order Desk
SO-2026-0093,Vandelay Co,32587.67,Fulfil Order,2026-02-13T23:39:45Z,Fulfilled,Fulfilment Centre
SO-2026-0108,Umbrella Group,5134.72,Approve Order,2026-02-14T01:43:55Z,Approved,Order Desk
SO-2026-0113,Hooli Inc,10946.94,Approve Order,2026-02-14T01:46:40Z,Approved,Order Desk
SO-2026-0105,Vandelay Co,1032.09,Approve Order,2026-02-14T02:05:23Z,Approved,Order Desk
SO-2026-0084,Acme Retail,40700.32,Invoice Customer,2026-02-14T02:16:54Z,Invoiced,Billing System
SO-2026-0074,Wayne Enterprises,31681.13,Invoice Customer,2026-02-14T02:56:18Z,Invoiced,Billing System
SO-2026-0023,Initech Ltd,33636.05,Receive Payment,2026-02-14T02:57:02Z,Paid,Billing System
SO-2026-0110,Acme Retail,14080.04,Place On Credit Hold,2026-02-14T03:43:23Z,On Credit Hold,Credit Desk
SO-2026-0111,Umbrella Group,8906.18,Approve Order,2026-02-14T04:27:18Z,Approved,Order Desk
SO-2026-0094,Stark Traders,23775.80,Fulfil Order,2026-02-14T05:20:46Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Umbrella Group,7210.89,Release Credit Hold,2026-02-14T05:25:25Z,Approved,Credit Desk
SO-2026-0098,Stark Traders,41114.07,Fulfil Order,2026-02-14T06:36:56Z,Fulfilled,Fulfilment Centre
SO-2026-0095,Initech Ltd,3762.24,Fulfil Order,2026-02-14T07:04:46Z,Fulfilled,Fulfilment Centre
SO-2026-0087,Umbrella Group,15082.20,Release Credit Hold,2026-02-14T07:26:20Z,Approved,Credit Desk
SO-2026-0075,Umbrella Group,26316.21,Receive Payment,2026-02-14T07:59:26Z,Paid,Billing System
SO-2026-0089,Wonka Brands,6775.04,Fulfil Order,2026-02-14T08:02:41Z,Fulfilled,Fulfilment Centre
SO-2026-0078,Wayne Enterprises,14021.38,Invoice Customer,2026-02-14T08:41:21Z,Invoiced,Billing System
SO-2026-0085,Acme Retail,44798.43,Invoice Customer,2026-02-14T10:07:16Z,Invoiced,Billing System
SO-2026-0054,Globex Stores,2733.91,Receive Payment,2026-02-14T10:27:19Z,Paid,Billing System
SO-2026-0107,Stark Traders,24074.81,Fulfil Order,2026-02-14T10:41:55Z,Fulfilled,Fulfilment Centre
SO-2026-0051,Acme Retail,37335.64,Receive Payment,2026-02-14T10:53:38Z,Paid,Billing System
SO-2026-0098,Stark Traders,46783.13,Invoice Customer,2026-02-14T11:38:56Z,Invoiced,Billing System
SO-2026-0090,Stark Traders,46521.01,Fulfil Order,2026-02-14T11:46:03Z,Fulfilled,Fulfilment Centre
SO-2026-0109,Umbrella Group,2148.24,Cancel Order,2026-02-14T11:48:17Z,Cancelled,Nadia Rahman
SO-2026-0107,Stark Traders,23517.35,Invoice Customer,2026-02-14T11:51:55Z,Invoiced,Billing System
SO-2026-0086,Wonka Brands,42351.80,Invoice Customer,2026-02-14T12:03:24Z,Invoiced,Billing System
SO-2026-0093,Vandelay Co,41923.60,Invoice Customer,2026-02-14T12:14:45Z,Invoiced,Billing System
SO-2026-0089,Wonka Brands,34053.79,Invoice Customer,2026-02-14T13:06:41Z,Invoiced,Billing System
SO-2026-0091,Stark Traders,16462.08,Fulfil Order,2026-02-14T13:08:26Z,Fulfilled,Fulfilment Centre
SO-2026-0100,Stark Traders,44832.96,Fulfil Order,2026-02-14T14:16:54Z,Fulfilled,Fulfilment Centre
SO-2026-0052,Initech Ltd,7551.56,Receive Payment,2026-02-14T14:42:31Z,Paid,Billing System
SO-2026-0110,Acme Retail,6717.17,Ship Goods,2026-02-14T15:24:23Z,Fulfilled,Fulfilment Centre
SO-2026-0096,Initech Ltd,40945.01,Fulfil Order,2026-02-14T15:42:23Z,Fulfilled,Fulfilment Centre
SO-2026-0113,Hooli Inc,24009.42,Fulfil Order,2026-02-14T16:46:40Z,Fulfilled,Fulfilment Centre
SO-2026-0091,Stark Traders,4067.26,Invoice Customer,2026-02-14T16:48:26Z,Invoiced,Billing System
SO-2026-0100,Stark Traders,3775.73,Invoice Customer,2026-02-14T18:22:54Z,Invoiced,Billing System
SO-2026-0102,Acme Retail,9453.59,Invoice Customer,2026-02-14T19:10:13Z,Invoiced,Billing System
SO-2026-0106,Initech Ltd,26978.29,Fulfil Order,2026-02-14T20:07:26Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Umbrella Group,16030.47,Fulfil Order,2026-02-14T20:19:25Z,Fulfilled,Fulfilment Centre
SO-2026-0112,Acme Retail,30066.86,Fulfil Order,2026-02-14T22:45:19Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Umbrella Group,31186.22,Invoice Customer,2026-02-14T23:19:25Z,Invoiced,Billing System
SO-2026-0099,Initech Ltd,32379.46,Release Credit Hold,2026-02-15T01:52:32Z,Approved,Credit Desk
SO-2026-0090,Stark Traders,30566.31,Invoice Customer,2026-02-15T02:31:03Z,Invoiced,Billing System
SO-2026-0105,Vandelay Co,29517.14,Fulfil Order,2026-02-15T02:36:23Z,Fulfilled,Fulfilment Centre
SO-2026-0094,Stark Traders,45835.82,Invoice Customer,2026-02-15T02:40:46Z,Invoiced,Billing System
SO-2026-0110,Acme Retail,43489.82,Invoice Customer,2026-02-15T03:54:23Z,Invoiced,Billing System
SO-2026-0095,Initech Ltd,6403.01,Invoice Customer,2026-02-15T04:03:46Z,Invoiced,Billing System
SO-2026-0113,Hooli Inc,4775.35,Invoice Customer,2026-02-15T04:21:40Z,Invoiced,Billing System
SO-2026-0111,Umbrella Group,3348.85,Fulfil Order,2026-02-15T07:04:18Z,Fulfilled,Fulfilment Centre
SO-2026-0108,Umbrella Group,17470.83,Fulfil Order,2026-02-15T07:17:55Z,Fulfilled,Fulfilment Centre
SO-2026-0047,Acme Retail,40329.23,Receive Payment,2026-02-15T08:09:39Z,Paid,Billing System
SO-2026-0018,Umbrella Group,25656.86,Receive Payment,2026-02-15T10:14:15Z,Paid,Billing System
SO-2026-0087,Umbrella Group,11872.65,Fulfil Order,2026-02-15T11:26:20Z,Fulfilled,Fulfilment Centre
SO-2026-0106,Initech Ltd,42163.21,Invoice Customer,2026-02-15T11:45:26Z,Invoiced,Billing System
SO-2026-0105,Vandelay Co,25654.49,Invoice Customer,2026-02-15T12:26:23Z,Invoiced,Billing System
SO-2026-0108,Umbrella Group,47947.23,Invoice Customer,2026-02-15T13:46:55Z,Invoiced,Billing System
SO-2026-0096,Initech Ltd,37523.22,Invoice Customer,2026-02-15T15:28:23Z,Invoiced,Billing System
SO-2026-0046,Wonka Brands,22478.07,Receive Payment,2026-02-15T16:00:33Z,Paid,Billing System
SO-2026-0064,Wonka Brands,6396.42,Receive Payment,2026-02-15T16:23:45Z,Paid,Billing System
SO-2026-0111,Umbrella Group,19130.51,Invoice Customer,2026-02-15T18:11:18Z,Invoiced,Billing System
SO-2026-0112,Acme Retail,16763.84,Invoice Customer,2026-02-15T22:32:19Z,Invoiced,Billing System
SO-2026-0056,Wayne Enterprises,5005.00,Receive Payment,2026-02-15T23:57:22Z,Paid,Billing System
SO-2026-0087,Umbrella Group,28880.28,Invoice Customer,2026-02-16T02:46:20Z,Invoiced,Billing System
SO-2026-0045,Initech Ltd,5538.81,Receive Payment,2026-02-16T05:38:25Z,Paid,Billing System
SO-2026-0067,Initech Ltd,29288.64,Receive Payment,2026-02-16T05:56:31Z,Paid,Billing System
SO-2026-0095,Initech Ltd,45151.25,Receive Payment,2026-02-16T07:08:46Z,Paid,Billing System
SO-2026-0114,Vandelay Co,1023.10,Receive Order,2026-02-16T08:08:19Z,Received,Priya Nair
SO-2026-0039,Vandelay Co,42064.37,Receive Payment,2026-02-16T08:46:49Z,Paid,Billing System
SO-2026-0115,Wayne Enterprises,10869.66,Receive Order,2026-02-16T09:01:17Z,Received,Priya Nair
SO-2026-0116,Hooli Inc,23671.80,Receive Order,2026-02-16T10:01:18Z,Received,Tom Becker
SO-2026-0117,Wayne Enterprises,32884.24,Receive Order,2026-02-16T10:09:51Z,Received,Tom Becker
SO-2026-0024,Umbrella Group,42814.31,Receive Payment,2026-02-16T10:22:17Z,Paid,Billing System
SO-2026-0022,Wonka Brands,28565.11,Receive Payment,2026-02-16T10:37:27Z,Paid,Billing System
SO-2026-0118,Initech Ltd,9386.88,Receive Order,2026-02-16T10:56:49Z,Received,Priya Nair
SO-2026-0119,Acme Retail,29069.67,Receive Order,2026-02-16T11:41:09Z,Received,Luis Ortega
SO-2026-0066,Stark Traders,20802.80,Receive Payment,2026-02-16T11:42:19Z,Paid,Billing System
SO-2026-0061,Stark Traders,24202.28,Receive Payment,2026-02-16T11:47:47Z,Paid,Billing System
SO-2026-0120,Soylent Foods,37950.69,Receive Order,2026-02-16T12:44:58Z,Received,Nadia Rahman
SO-2026-0121,Umbrella Group,9492.49,Receive Order,2026-02-16T13:38:35Z,Received,Tom Becker
SO-2026-0122,Soylent Foods,11771.37,Receive Order,2026-02-16T13:44:26Z,Received,Tom Becker
SO-2026-0116,Hooli Inc,32887.63,Run Credit Check,2026-02-16T13:46:18Z,Credit Check,Credit Desk
SO-2026-0114,Vandelay Co,23527.34,Run Credit Check,2026-02-16T14:44:19Z,Credit Check,Credit Desk
SO-2026-0123,Hooli Inc,35001.05,Receive Order,2026-02-16T15:05:21Z,Received,Luis Ortega
SO-2026-0053,Umbrella Group,17474.70,Receive Payment,2026-02-16T15:14:01Z,Paid,Billing System
SO-2026-0115,Wayne Enterprises,31734.59,Run Credit Check,2026-02-16T15:19:17Z,Credit Check,Credit Desk
SO-2026-0083,Initech Ltd,23880.86,Receive Payment,2026-02-16T15:25:25Z,Paid,Billing System
SO-2026-0118,Initech Ltd,9773.44,Run Credit Check,2026-02-16T15:56:49Z,Credit Check,Credit Desk
SO-2026-0124,Umbrella Group,15222.70,Receive Order,2026-02-16T16:27:52Z,Received,Nadia Rahman
SO-2026-0099,Initech Ltd,46138.24,Fulfil Order,2026-02-16T16:35:32Z,Fulfilled,Fulfilment Centre
SO-2026-0119,Acme Retail,37704.59,Run Credit Check,2026-02-16T16:38:09Z,Credit Check,Credit Desk
SO-2026-0125,Acme Retail,8221.43,Receive Order,2026-02-16T16:45:36Z,Received,Tom Becker
SO-2026-0126,Vandelay Co,34714.96,Receive Order,2026-02-16T16:55:46Z,Received,Tom Becker
SO-2026-0122,Soylent Foods,32995.40,Run Credit Check,2026-02-16T17:14:26Z,Credit Check,Credit Desk
SO-2026-0115,Wayne Enterprises,14293.01,Place On Credit Hold,2026-02-16T17:18:17Z,On Credit Hold,Credit Desk
SO-2026-0089,Wonka Brands,33313.32,Receive Payment,2026-02-16T17:45:41Z,Paid,Billing System
SO-2026-0120,Soylent Foods,30301.12,Run Credit Check,2026-02-16T18:06:58Z,Credit Check,Credit Desk
SO-2026-0123,Hooli Inc,37255.69,Run Credit Check,2026-02-16T18:11:21Z,Credit Check,Credit Desk
SO-2026-0049,Hooli Inc,8757.98,Receive Payment,2026-02-16T18:35:35Z,Paid,Billing System
SO-2026-0117,Wayne Enterprises,15769.32,Run Credit Check,2026-02-16T18:40:51Z,Credit Check,Credit Desk
SO-2026-0118,Initech Ltd,20720.29,Place On Credit Hold,2026-02-16T19:16:49Z,On Credit Hold,Credit Desk
SO-2026-0116,Hooli Inc,1327.25,Place On Credit Hold,2026-02-16T19:34:18Z,On Credit Hold,Credit Desk
SO-2026-0121,Umbrella Group,46838.92,Run Credit Check,2026-02-16T19:42:35Z,Credit Check,Credit Desk
SO-2026-0042,Globex Stores,17108.18,Receive Payment,2026-02-16T19:42:44Z,Paid,Billing System
SO-2026-0035,Initech Ltd,47759.31,Receive Payment,2026-02-16T20:21:33Z,Paid,Billing System
SO-2026-0062,Hooli Inc,33216.41,Resolve Dispute,2026-02-16T20:22:31Z,Invoiced,Billing System
SO-2026-0117,Wayne Enterprises,46174.21,Approve Order,2026-02-16T21:08:51Z,Approved,Order Desk
SO-2026-0084,Acme Retail,4020.67,Receive Payment,2026-02-16T21:15:54Z,Paid,Billing System
SO-2026-0114,Vandelay Co,33729.64,Approve Order,2026-02-16T21:36:19Z,Approved,Order Desk
SO-2026-0119,Acme Retail,46504.11,Place On Credit Hold,2026-02-16T21:51:09Z,On Credit Hold,Credit Desk
SO-2026-0124,Umbrella Group,28156.55,Approve Order,2026-02-16T21:51:52Z,Approved,Order Desk
SO-2026-0120,Soylent Foods,21401.03,Approve Order,2026-02-16T22:48:58Z,Approved,Order Desk
SO-2026-0126,Vandelay Co,36764.00,Run Credit Check,2026-02-17T00:48:46Z,Credit Check,Credit Desk
SO-2026-0125,Acme Retail,6152.69,Run Credit Check,2026-02-17T01:44:36Z,Credit Check,Credit Desk
SO-2026-0043,Globex Stores,18525.14,Receive Payment,2026-02-17T02:08:16Z,Paid,Billing System
SO-2026-0122,Soylent Foods,40870.17,Approve Order,2026-02-17T02:24:26Z,Approved,Order Desk
SO-2026-0080,Wonka Brands,46318.26,Receive Payment,2026-02-17T02:25:49Z,Paid,Billing System
SO-2026-0121,Umbrella Group,20529.27,Approve Order,2026-02-17T04:22:35Z,Approved,Order Desk
SO-2026-0113,Hooli Inc,18128.54,Receive Payment,2026-02-17T04:31:40Z,Paid,Billing System
SO-2026-0069,Wayne Enterprises,27442.05,Receive Payment,2026-02-17T04:54:04Z,Paid,Billing System
SO-2026-0123,Hooli Inc,16552.53,Approve Order,2026-02-17T05:38:21Z,Approved,Order Desk
SO-2026-0098,Stark Traders,2926.22,Receive Payment,2026-02-17T06:59:56Z,Paid,Billing System
SO-2026-0127,Wayne Enterprises,30300.11,Receive Order,2026-02-17T08:17:31Z,Received,Tom Becker
SO-2026-0106,Initech Ltd,39413.79,Receive Payment,2026-02-17T09:06:26Z,Paid,Billing System
SO-2026-0128,Globex Stores,20201.48,Receive Order,2026-02-17T09:54:46Z,Received,Luis Ortega
SO-2026-0125,Acme Retail,9292.57,Approve Order,2026-02-17T10:43:36Z,Approved,Order Desk
SO-2026-0126,Vandelay Co,26300.88,Approve Order,2026-02-17T11:00:46Z,Approved,Order Desk
SO-2026-0129,Hooli Inc,46369.18,Receive Order,2026-02-17T11:57:00Z,Received,Tom Becker
SO-2026-0130,Vandelay Co,35324.67,Receive Order,2026-02-17T12:22:30Z,Received,Tom Becker
SO-2026-0131,Vandelay Co,26949.65,Receive Order,2026-02-17T13:39:19Z,Received,Priya Nair
SO-2026-0121,Umbrella Group,4275.12,Fulfil Order,2026-02-17T14:10:35Z,Fulfilled,Fulfilment Centre
SO-2026-0124,Umbrella Group,44599.70,Fulfil Order,2026-02-17T14:28:52Z,Fulfilled,Fulfilment Centre
SO-2026-0132,Globex Stores,33769.17,Receive Order,2026-02-17T14:56:19Z,Received,Luis Ortega
SO-2026-0099,Initech Ltd,18258.02,Invoice Customer,2026-02-17T15:24:32Z,Invoiced,Billing System
SO-2026-0133,Stark Traders,47943.55,Receive Order,2026-02-17T16:00:39Z,Received,Tom Becker
SO-2026-0116,Hooli Inc,15431.63,Release Credit Hold,2026-02-17T16:15:18Z,Approved,Credit Desk
SO-2026-0129,Hooli Inc,26991.88,Run Credit Check,2026-02-17T16:34:00Z,Credit Check,Credit Desk
SO-2026-0128,Globex Stores,38428.00,Approve Order,2026-02-17T16:35:46Z,Approved,Order Desk
SO-2026-0132,Globex Stores,18625.24,Run Credit Check,2026-02-17T16:38:19Z,Credit Check,Credit Desk
SO-2026-0122,Soylent Foods,41955.17,Fulfil Order,2026-02-17T16:44:26Z,Fulfilled,Fulfilment Centre
SO-2026-0059,Umbrella Group,35612.87,Receive Payment,2026-02-17T17:15:23Z,Paid,Billing System
SO-2026-0121,Umbrella Group,763.39,Invoice Customer,2026-02-17T18:07:35Z,Invoiced,Billing System
SO-2026-0131,Vandelay Co,12033.45,Run Credit Check,2026-02-17T18:26:19Z,Credit Check,Credit Desk
SO-2026-0130,Vandelay Co,45058.02,Run Credit Check,2026-02-17T20:29:30Z,Credit Check,Credit Desk
SO-2026-0072,Wonka Brands,19551.44,Receive Payment,2026-02-17T22:10:11Z,Paid,Billing System
SO-2026-0130,Vandelay Co,8466.68,Place On Credit Hold,2026-02-17T22:55:30Z,On Credit Hold,Credit Desk
SO-2026-0115,Wayne Enterprises,31832.18,Release Credit Hold,2026-02-17T23:12:17Z,Approved,Credit Desk
SO-2026-0133,Stark Traders,30000.69,Run Credit Check,2026-02-17T23:14:39Z,Credit Check,Credit Desk
SO-2026-0085,Acme Retail,16247.57,Receive Payment,2026-02-17T23:46:16Z,Paid,Billing System
SO-2026-0129,Hooli Inc,24417.96,Place On Credit Hold,2026-02-18T00:50:00Z,On Credit Hold,Credit Desk
SO-2026-0071,Hooli Inc,35152.01,Receive Payment,2026-02-18T01:07:56Z,Paid,Billing System
SO-2026-0015,Initech Ltd,18932.62,Receive Payment,2026-02-18T01:56:46Z,Paid,Billing System
SO-2026-0131,Vandelay Co,13218.78,Place On Credit Hold,2026-02-18T02:03:19Z,On Credit Hold,Credit Desk
SO-2026-0123,Hooli Inc,9516.36,Fulfil Order,2026-02-18T02:20:21Z,Fulfilled,Fulfilment Centre
SO-2026-0132,Globex Stores,25100.21,Place On Credit Hold,2026-02-18T02:23:19Z,On Credit Hold,Credit Desk
SO-2026-0044,Acme Retail,986.70,Receive Payment,2026-02-18T03:48:43Z,Paid,Billing System
SO-2026-0118,Initech Ltd,31938.02,Release Credit Hold,2026-02-18T04:27:49Z,Approved,Credit Desk
SO-2026-0073,Wonka Brands,27022.32,Receive Payment,2026-02-18T04:41:57Z,Paid,Billing System
SO-2026-0092,Wayne Enterprises,25226.17,Receive Payment,2026-02-18T05:31:51Z,Paid,Billing System
SO-2026-0114,Vandelay Co,14399.44,Fulfil Order,2026-02-18T05:34:19Z,Fulfilled,Fulfilment Centre
SO-2026-0126,Vandelay Co,14474.51,Fulfil Order,2026-02-18T05:50:46Z,Fulfilled,Fulfilment Centre
SO-2026-0115,Wayne Enterprises,7001.43,Fulfil Order,2026-02-18T07:29:17Z,Fulfilled,Fulfilment Centre
SO-2026-0124,Umbrella Group,34651.52,Invoice Customer,2026-02-18T09:06:52Z,Invoiced,Billing System
SO-2026-0122,Soylent Foods,40372.36,Invoice Customer,2026-02-18T09:26:26Z,Invoiced,Billing System
SO-2026-0116,Hooli Inc,27506.50,Fulfil Order,2026-02-18T09:51:18Z,Fulfilled,Fulfilment Centre
SO-2026-0134,Wonka Brands,33120.52,Receive Order,2026-02-18T09:54:45Z,Received,Tom Becker
SO-2026-0127,Wayne Enterprises,40846.79,Ship Goods,2026-02-18T10:09:31Z,Fulfilled,Fulfilment Centre
SO-2026-0135,Initech Ltd,35420.01,Receive Order,2026-02-18T10:32:09Z,Received,Tom Becker
SO-2026-0129,Hooli Inc,1982.44,Release Credit Hold,2026-02-18T10:47:00Z,Approved,Credit Desk
SO-2026-0133,Stark Traders,10520.61,Approve Order,2026-02-18T11:08:39Z,Approved,Order Desk
SO-2026-0120,Soylent Foods,3984.01,Fulfil Order,2026-02-18T11:15:58Z,Fulfilled,Fulfilment Centre
SO-2026-0125,Acme Retail,18894.45,Fulfil Order,2026-02-18T11:55:36Z,Fulfilled,Fulfilment Centre
SO-2026-0136,Vandelay Co,20547.07,Receive Order,2026-02-18T12:57:42Z,Received,Priya Nair
SO-2026-0137,Hooli Inc,42620.31,Receive Order,2026-02-18T13:06:52Z,Received,Luis Ortega
SO-2026-0128,Globex Stores,20972.27,Fulfil Order,2026-02-18T13:58:46Z,Fulfilled,Fulfilment Centre
SO-2026-0123,Hooli Inc,40986.51,Invoice Customer,2026-02-18T14:20:21Z,Invoiced,Billing System
SO-2026-0033,Soylent Foods,12923.18,Receive Payment,2026-02-18T14:57:33Z,Paid,Billing System
SO-2026-0117,Wayne Enterprises,1145.95,Fulfil Order,2026-02-18T16:03:51Z,Fulfilled,Fulfilment Centre
SO-2026-0138,Wayne Enterprises,30611.23,Receive Order,2026-02-18T16:38:46Z,Received,Priya Nair
SO-2026-0130,Vandelay Co,31213.60,Cancel Order,2026-02-18T17:09:30Z,Cancelled,Tom Becker
SO-2026-0135,Initech Ltd,11065.44,Run Credit Check,2026-02-18T17:22:09Z,Credit Check,Credit Desk
SO-2026-0127,Wayne Enterprises,40168.15,Invoice Customer,2026-02-18T17:25:31Z,Invoiced,Billing System
SO-2026-0120,Soylent Foods,36420.12,Invoice Customer,2026-02-18T18:08:58Z,Invoiced,Billing System
SO-2026-0136,Vandelay Co,25474.70,Run Credit Check,2026-02-18T18:10:42Z,Credit Check,Credit Desk
SO-2026-0117,Wayne Enterprises,33237.40,Invoice Customer,2026-02-18T18:15:51Z,Invoiced,Billing System
SO-2026-0134,Wonka Brands,39719.25,Run Credit Check,2026-02-18T18:48:45Z,Credit Check,Credit Desk
SO-2026-0115,Wayne Enterprises,7470.29,Invoice Customer,2026-02-18T19:07:17Z,Invoiced,Billing System
SO-2026-0138,Wayne Enterprises,20069.50,Run Credit Check,2026-02-18T20:05:46Z,Credit Check,Credit Desk
SO-2026-0135,Initech Ltd,3637.60,Approve Order,2026-02-18T20:06:09Z,Approved,Order Desk
SO-2026-0137,Hooli Inc,14104.52,Run Credit Check,2026-02-18T20:32:52Z,Credit Check,Credit Desk
SO-2026-0114,Vandelay Co,45788.99,Invoice Customer,2026-02-18T20:44:19Z,Invoiced,Billing System
SO-2026-0136,Vandelay Co,13016.71,Place On Credit Hold,2026-02-18T20:53:42Z,On Credit Hold,Credit Desk
SO-2026-0128,Globex Stores,21680.19,Invoice Customer,2026-02-18T21:22:46Z,Invoiced,Billing System
SO-2026-0121,Umbrella Group,3629.23,Raise Dispute,2026-02-18T22:02:35Z,Disputed,Tom Becker
SO-2026-0065,Vandelay Co,34514.24,Receive Payment,2026-02-18T22:32:32Z,Paid,Billing System
SO-2026-0119,Acme Retail,212.29,Release Credit Hold,2026-02-18T22:37:09Z,Approved,Credit Desk
SO-2026-0137,Hooli Inc,14050.04,Approve Order,2026-02-18T22:42:52Z,Approved,Order Desk
SO-2026-0116,Hooli Inc,13676.93,Invoice Customer,2026-02-18T23:56:18Z,Invoiced,Billing System
SO-2026-0138,Wayne Enterprises,33984.44,Place On Credit Hold,2026-02-19T00:21:46Z,On Credit Hold,Credit Desk
SO-2026-0086,Wonka Brands,3909.18,Receive Payment,2026-02-19T01:23:24Z,Paid,Billing System
SO-2026-0125,Acme Retail,18605.71,Invoice Customer,2026-02-19T01:46:36Z,Invoiced,Billing System
SO-2026-0132,Globex Stores,12611.23,Release Credit Hold,2026-02-19T02:23:19Z,Approved,Credit Desk
SO-2026-0126,Vandelay Co,40017.84,Invoice Customer,2026-02-19T03:00:46Z,Invoiced,Billing System
SO-2026-0088,Wayne Enterprises,38709.92,Receive Payment,2026-02-19T03:22:26Z,Paid,Billing System
SO-2026-0105,Vandelay Co,9501.31,Receive Payment,2026-02-19T03:29:23Z,Paid,Billing System
SO-2026-0135,Initech Ltd,34282.34,Fulfil Order,2026-02-19T04:24:09Z,Fulfilled,Fulfilment Centre
SO-2026-0112,Acme Retail,37663.89,Receive Payment,2026-02-19T05:48:19Z,Paid,Billing System
SO-2026-0138,Wayne Enterprises,47314.87,Cancel Order,2026-02-19T06:33:46Z,Cancelled,Priya Nair
SO-2026-0133,Stark Traders,22356.55,Fulfil Order,2026-02-19T07:07:39Z,Fulfilled,Fulfilment Centre
